cutoff	SLX-16110-16111.i702_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i702_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i702_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i702_i508.bowtie2.sorted.uniq.bam	SLX-16110-16111.i703_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i703_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i705_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i705_i508.bowtie2.sorted.uniq.bam	SLX-16110-16111.i706_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i706_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i706_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i706_i508.bowtie2.sorted.uniq.bam
1.25	0.802115051610264	0.797186100147683	0.712462212623952	0.747661194079564	0.799415700109281	0.79010326832706	0.759175353729873	0.829262072346468	0.711547080099017	0.736584983368162	0.79135314972299	0.776324871328899
1.3	0.802115051610264	0.797186100147683	0.712462212623952	0.756917017869373	0.812167317647744	0.79010326832706	0.775952594659273	0.841837341365133	0.711547080099017	0.748693143496813	0.79135314972299	0.776324871328899
1.35	0.82674790078862	0.832802351536562	0.712462212623952	0.762521204722137	0.82335498153235	0.806613410773732	0.775952594659273	0.852536905274281	0.723219506388104	0.759529310293554	0.811325892202678	0.776324871328899
1.4	0.82674790078862	0.832802351536562	0.736388228422131	0.7678357294528	0.82335498153235	0.820609048330312	0.790818100162805	0.852536905274281	0.734054686652031	0.759529310293554	0.811325892202678	0.776324871328899
1.45	0.82674790078862	0.832802351536562	0.736388228422131	0.772809275671895	0.833527492317272	0.820609048330312	0.803871582339787	0.862155363002923	0.734054686652031	0.768945236088328	0.827856159660786	0.809694694428142
1.5	0.845804538586893	0.857903540092134	0.736388228422131	0.777295202356984	0.842394075256675	0.832451057004873	0.803871582339787	0.870448265999542	0.743677399288304	0.777480843516572	0.827856159660786	0.809694694428142
1.55	0.845804538586893	0.857903540092134	0.75574998504453	0.783596782129985	0.850722027722104	0.832451057004873	0.815187065019971	0.870448265999542	0.752172842359076	0.777480843516572	0.8419109151544	0.809694694428142
1.6	0.861189237547665	0.857903540092134	0.75574998504453	0.787631083607489	0.857925834530237	0.842706217774744	0.815187065019971	0.877712424485756	0.752172842359076	0.785242715870484	0.8419109151544	0.834580868121433
1.65	0.861189237547665	0.857903540092134	0.771914214049273	0.791329620172887	0.857925834530237	0.851435703418404	0.825385548115649	0.883966115648299	0.759976780610322	0.792167350377369	0.853872987867426	0.834580868121433
1.7	0.861189237547665	0.876864178423135	0.771914214049273	0.794933287441516	0.864765885073617	0.851435703418404	0.834541135482335	0.889556817739964	0.767137210895548	0.792167350377369	0.853872987867426	0.834580868121433
1.75	0.873126053116908	0.876864178423135	0.771914214049273	0.798454197356231	0.870862176544277	0.859533070351124	0.834541135482335	0.889556817739964	0.767137210895548	0.79861645942676	0.853872987867426	0.834580868121433
1.8	0.873126053116908	0.876864178423135	0.785588648024051	0.803296879952137	0.876602195394105	0.859533070351124	0.842773545659819	0.894743586948	0.773840431032169	0.804580353628457	0.864382967645268	0.853220904513295
1.85	0.873126053116908	0.891225367071465	0.785588648024051	0.806298934269693	0.876602195394105	0.866592148677791	0.85011566923624	0.899519507580128	0.780036985295748	0.804580353628457	0.864382967645268	0.853220904513295
1.9	0.883408223855108	0.891225367071465	0.785588648024051	0.809208942374905	0.881721775388982	0.866592148677791	0.85011566923624	0.899519507580128	0.785988303356453	0.810218833386986	0.873319288708321	0.853220904513295
1.95	0.883408223855108	0.891225367071465	0.797478555497255	0.812088534022117	0.886532415211754	0.872884007561476	0.856768690976999	0.903878934173265	0.785988303356453	0.815249564778679	0.873319288708321	0.867689536083377
2	0.892037869742829	0.902256890726961	0.797478555497255	0.814904242000807	0.890977955551633	0.878583748657452	0.856768690976999	0.907791240090183	0.791498896510031	0.815249564778679	0.881287925561358	0.867689536083377
2.05	0.892037869742829	0.902256890726961	0.797478555497255	0.818716293880266	0.89504905784441	0.878583748657452	0.86299869654039	0.911399184978608	0.796457890566007	0.819982757357471	0.881287925561358	0.867689536083377
2.1	0.892037869742829	0.902256890726961	0.807899472951406	0.82115807977349	0.89504905784441	0.883889901493604	0.868656037751673	0.911399184978608	0.796457890566007	0.82440082115346	0.888439702188565	0.867689536083377
2.15	0.899580760593377	0.902256890726961	0.807899472951406	0.82355922691108	0.898890661723624	0.883889901493604	0.868656037751673	0.914731419563689	0.801073612292796	0.82440082115346	0.888439702188565	0.87946274938679
2.2	0.899580760593377	0.911182320939819	0.817052631895961	0.825867098428592	0.902594233948304	0.888590660747571	0.873999437899048	0.917857524177931	0.805642796037006	0.828345520971306	0.894722386513451	0.87946274938679
2.25	0.899580760593377	0.911182320939819	0.817052631895961	0.828053395181345	0.905864970118194	0.888590660747571	0.87893350627434	0.917857524177931	0.805642796037006	0.832162395372288	0.894722386513451	0.87946274938679
2.3	0.90591473252669	0.911182320939819	0.817052631895961	0.831142578080311	0.905864970118194	0.893080135298567	0.87893350627434	0.920856394167926	0.809808018421455	0.832162395372288	0.90045658252426	0.88905666199501
2.35	0.90591473252669	0.91839653987813	0.82523029714228	0.833130484851773	0.908941323434455	0.897133157259855	0.883484491327448	0.923695144711214	0.81386017830904	0.835773780167265	0.90045658252426	0.88905666199501
2.4	0.911612445292908	0.91839653987813	0.82523029714228	0.83525943201044	0.911956400418445	0.897133157259855	0.883484491327448	0.926334398702785	0.81386017830904	0.839275078582818	0.905697922018437	0.88905666199501
2.45	0.911612445292908	0.91839653987813	0.82523029714228	0.837235454507144	0.914790462767432	0.900911118642738	0.887582610594002	0.926334398702785	0.817742890338423	0.839275078582818	0.905697922018437	0.88905666199501
2.5	0.911612445292908	0.924677551545042	0.83232678792485	0.839053338742424	0.917624269265346	0.900911118642738	0.891477464425348	0.928767240450364	0.821658937568494	0.842588179227185	0.91037346552822	0.897349930013608
2.55	0.916393133965944	0.924677551545042	0.83232678792485	0.841968514913478	0.917624269265346	0.904552243895607	0.891477464425348	0.930972358330809	0.821658937568494	0.845593678999596	0.91037346552822	0.897349930013608
2.6	0.916393133965944	0.924677551545042	0.83232678792485	0.843691985188187	0.920254418308191	0.904552243895607	0.895311018523083	0.930972358330809	0.825184663881974	0.845593678999596	0.914708109745877	0.897349930013608
2.65	0.920871592909672	0.930113144342021	0.838826565680391	0.845343057007477	0.922640869202854	0.907879001806028	0.899034617223977	0.933032458378294	0.828446115726979	0.848518011495642	0.914708109745877	0.897349930013608
2.7	0.920871592909672	0.930113144342021	0.838826565680391	0.847060266409469	0.925002246692245	0.910975038556204	0.899034617223977	0.9351133760709	0.83160654076027	0.851491014543998	0.918578640542249	0.904420227633151
2.75	0.920871592909672	0.930113144342021	0.844899102931834	0.848673590857978	0.927139306752326	0.910975038556204	0.902364969330927	0.9351133760709	0.83160654076027	0.851491014543998	0.918578640542249	0.904420227633151
2.8	0.925187210846245	0.930113144342021	0.844899102931834	0.850942189628448	0.927139306752326	0.913898837057757	0.902364969330927	0.937136216062034	0.834539163098268	0.854262552809972	0.922381073897674	0.904420227633151
2.85	0.925187210846245	0.934832516293858	0.844899102931834	0.852387654387714	0.929295107903592	0.913898837057757	0.905440359360485	0.939027446195032	0.837426633381067	0.856936228234928	0.922381073897674	0.910721922328287
2.9	0.925187210846245	0.934832516293858	0.850573831498591	0.853997336146643	0.931370379929251	0.916710702390181	0.908318405861215	0.940850225088142	0.837426633381067	0.856936228234928	0.925767608056267	0.910721922328287
2.95	0.929227363808142	0.934832516293858	0.850573831498591	0.855533116840703	0.933315231869833	0.919362911109271	0.908318405861215	0.940850225088142	0.840163475240626	0.859459345442935	0.925767608056267	0.910721922328287
3	0.929227363808142	0.939099032604943	0.850573831498591	0.856971318987617	0.933315231869833	0.919362911109271	0.911137233298143	0.942604835014517	0.842750418112408	0.862008400403168	0.929107782383656	0.910721922328287
3.05	0.93268319712679	0.939099032604943	0.855901401488484	0.858349598890929	0.935106956942503	0.921983795894985	0.913752475196815	0.944282878347821	0.842750418112408	0.862008400403168	0.929107782383656	0.916024822477319
3.1	0.93268319712679	0.939099032604943	0.855901401488484	0.86028263765058	0.937127157024439	0.921983795894985	0.913752475196815	0.944282878347821	0.845565893114946	0.864324760931067	0.932179893864833	0.916024822477319
3.15	0.93268319712679	0.943174567733224	0.860693449257285	0.861585104076992	0.938832148582953	0.924439036944367	0.916330425090445	0.94588506077094	0.848078287682344	0.866713270149069	0.932179893864833	0.916024822477319
3.2	0.936308363893074	0.943174567733224	0.860693449257285	0.862969940821548	0.940632700517683	0.924439036944367	0.916330425090445	0.94738393121963	0.848078287682344	0.866713270149069	0.935271373453268	0.921015433454716
3.25	0.936308363893074	0.943174567733224	0.860693449257285	0.864364772195642	0.940632700517683	0.926763428986734	0.918676780429156	0.948808987238501	0.85036667261886	0.869011220835588	0.935271373453268	0.921015433454716
3.3	0.936308363893074	0.943174567733224	0.865276599554362	0.865586894549988	0.942267013216947	0.928989076884551	0.921016173526582	0.948808987238501	0.852703783844347	0.871113371306302	0.938024117208367	0.921015433454716
3.35	0.939458522513995	0.946802050737058	0.865276599554362	0.867435126942837	0.94388680636775	0.928989076884551	0.921016173526582	0.95046402530974	0.852703783844347	0.871113371306302	0.938024117208367	0.921015433454716
3.4	0.939458522513995	0.946802050737058	0.865276599554362	0.868773701529718	0.945514019199704	0.931046564718977	0.92318743249827	0.95208991867781	0.854998879587128	0.87314590723512	0.940723495646657	0.925469756341903
3.45	0.942348851016908	0.946802050737058	0.8694689226681	0.869989676845396	0.945514019199704	0.931046564718977	0.925351889280197	0.95208991867781	0.857127882874839	0.87512418257882	0.940723495646657	0.925469756341903
3.5	0.942348851016908	0.950203934112983	0.8694689226681	0.871323151666864	0.947133940276044	0.933111688304476	0.925351889280197	0.953538756209921	0.857127882874839	0.87512418257882	0.940723495646657	0.925469756341903
3.55	0.942348851016908	0.950203934112983	0.8694689226681	0.872465999989208	0.94863610589548	0.933111688304476	0.927316681786201	0.954868968448989	0.85931969055597	0.877127948472121	0.943164907379754	0.930031124525882
3.6	0.945042683821196	0.950203934112983	0.873505051800687	0.874220546959403	0.950043798505766	0.935082579780149	0.927316681786201	0.956250977811848	0.86129266759801	0.87897400090648	0.943164907379754	0.930031124525882
3.65	0.945042683821196	0.953432559624888	0.873505051800687	0.875324691704951	0.95143652382821	0.936937546671359	0.929480978516604	0.956250977811848	0.863335086896188	0.87897400090648	0.945523077460375	0.930031124525882
3.7	0.945042683821196	0.953432559624888	0.877371160841608	0.876291711954595	0.95143652382821	0.936937546671359	0.931325252225196	0.957524312010349	0.863335086896188	0.88088042569516	0.945523077460375	0.930031124525882
3.75	0.947658209843361	0.953432559624888	0.877371160841608	0.877438362334189	0.952816584522481	0.938713552954888	0.931325252225196	0.958814653166389	0.865221188174509	0.882807123669488	0.948030217131936	0.93419262102267
3.8	0.947658209843361	0.953432559624888	0.877371160841608	0.878493421837637	0.954201570349931	0.938713552954888	0.933134394624317	0.958814653166389	0.867060824413796	0.882807123669488	0.948030217131936	0.93419262102267
3.85	0.95022497631253	0.956442211048617	0.881000993974143	0.880130218867133	0.955583166150647	0.940511772332446	0.934951299522342	0.960117908319232	0.867060824413796	0.884567089598611	0.950393538304913	0.93419262102267
3.9	0.95022497631253	0.956442211048617	0.881000993974143	0.88101892129079	0.955583166150647	0.940511772332446	0.934951299522342	0.961313335127179	0.868924240249198	0.886233664712963	0.950393538304913	0.937945045244774
3.95	0.95022497631253	0.956442211048617	0.881000993974143	0.881965041608963	0.956831719392776	0.942218102387439	0.936770765244748	0.961313335127179	0.870830692776955	0.887991543696504	0.952519291098428	0.937945045244774
4	0.952772927954183	0.959364074070884	0.884311868319576	0.883037745390068	0.958207814395397	0.943918445319432	0.936770765244748	0.962459364133145	0.870830692776955	0.887991543696504	0.952519291098428	0.937945045244774
4.05	0.952772927954183	0.959364074070884	0.884311868319576	0.884151065159999	0.959372384522417	0.943918445319432	0.938539334582589	0.963493118992036	0.872636045549451	0.88964977102853	0.954544288525457	0.937945045244774
4.1	0.952772927954183	0.959364074070884	0.884311868319576	0.885553227446874	0.960633218616108	0.945663908598671	0.94023307983306	0.964667798723152	0.874461968402023	0.891281315270621	0.954544288525457	0.941371556348379
4.15	0.954912915835844	0.962105391135425	0.887445330395445	0.886581900217671	0.960633218616108	0.945663908598671	0.94023307983306	0.964667798723152	0.874461968402023	0.891281315270621	0.956394560899768	0.941371556348379
4.2	0.954912915835844	0.962105391135425	0.887445330395445	0.887367423458953	0.961743292464322	0.947267416323882	0.941856002284255	0.965758643327476	0.876295550326962	0.89294669784464	0.956394560899768	0.941371556348379
4.25	0.957143135390306	0.962105391135425	0.890403159800132	0.888431589686353	0.96301397682437	0.947267416323882	0.943454997032645	0.966800231266395	0.878063993664999	0.894565347744388	0.95836289631088	0.944679521420826
4.3	0.957143135390306	0.962105391135425	0.890403159800132	0.889319563572093	0.964179634318456	0.948938344260266	0.943454997032645	0.966800231266395	0.878063993664999	0.894565347744388	0.95836289631088	0.944679521420826
4.35	0.957143135390306	0.96477117704701	0.890403159800132	0.890596007534812	0.965306146598188	0.950456817484898	0.944993412279281	0.967928053653917	0.879854320066945	0.896087029208369	0.960154240188637	0.944679521420826
4.4	0.959499891284747	0.96477117704701	0.893333747660342	0.891498779846975	0.965306146598188	0.950456817484898	0.944993412279281	0.968947483150233	0.88153493937516	0.897630549067184	0.960154240188637	0.944679521420826
4.45	0.959499891284747	0.96477117704701	0.893333747660342	0.892530776572015	0.966268274562743	0.951841925375457	0.946599929449288	0.969970017651246	0.88314122920963	0.897630549067184	0.961957225535119	0.947921843840198
4.5	0.959499891284747	0.967414270485009	0.893333747660342	0.893505856272355	0.967324939499216	0.951841925375457	0.94802950965975	0.969970017651246	0.88314122920963	0.899151037990832	0.961957225535119	0.947921843840198
4.55	0.961576677245811	0.967414270485009	0.896459817558312	0.894500082859805	0.968192338603546	0.953425649563799	0.94802950965975	0.970886840856019	0.884611041668855	0.900524099115903	0.963697882664091	0.947921843840198
4.6	0.961576677245811	0.967414270485009	0.896459817558312	0.895781376153028	0.968192338603546	0.954828284973866	0.949502863961966	0.97169414207697	0.886054010903018	0.900524099115903	0.963697882664091	0.951050043587783
4.65	0.963593971252269	0.969626538201868	0.896459817558312	0.896717251406756	0.969223930134747	0.954828284973866	0.95087210474796	0.97169414207697	0.886054010903018	0.90192891162732	0.965274116925057	0.951050043587783
4.7	0.963593971252269	0.969626538201868	0.899089516399615	0.897568798396688	0.970073739477725	0.956266756352034	0.95087210474796	0.972681533570288	0.887608583763117	0.903346991149935	0.965274116925057	0.951050043587783
4.75	0.963593971252269	0.969626538201868	0.899089516399615	0.898357622825403	0.970968322758689	0.956266756352034	0.952213016414244	0.973650789013449	0.889158998841073	0.903346991149935	0.966937507668689	0.951050043587783
4.8	0.965554423279825	0.969626538201868	0.901935504890542	0.899297186302331	0.971918169871681	0.957679370300434	0.952213016414244	0.974620115024899	0.889158998841073	0.904830511323282	0.966937507668689	0.954040588391725
4.85	0.965554423279825	0.971816941637608	0.901935504890542	0.900494310699429	0.971918169871681	0.957679370300434	0.953624670854041	0.974620115024899	0.89068030944403	0.906187025951243	0.968448220034885	0.954040588391725
4.9	0.965554423279825	0.971816941637608	0.901935504890542	0.901324684556173	0.972754291182189	0.958991331166515	0.954918287295046	0.9754332734138	0.892151361943543	0.906187025951243	0.968448220034885	0.954040588391725
4.95	0.967343819375536	0.971816941637608	0.904759316847773	0.902197108710766	0.973719617285171	0.960301990484119	0.954918287295046	0.976258216706887	0.892151361943543	0.907549652348406	0.969971295022736	0.954040588391725
5	0.967343819375536	0.973834418486316	0.904759316847773	0.903008153545923	0.97462763274753	0.960301990484119	0.95612395542373	0.976258216706887	0.893555087549762	0.908892974498941	0.969971295022736	0.956889231827026
5.05	0.969201717343256	0.973834418486316	0.904759316847773	0.903771251479473	0.97462763274753	0.961635643824838	0.957298653582561	0.977104965601135	0.894868727876222	0.908892974498941	0.971374658624232	0.956889231827026
5.1	0.969201717343256	0.973834418486316	0.907261432174235	0.905197455517581	0.975370432378721	0.961635643824838	0.957298653582561	0.977851860367092	0.894868727876222	0.910286756012285	0.971374658624232	0.956889231827026
5.15	0.969201717343256	0.975826718284038	0.907261432174235	0.905972779228036	0.976224974966571	0.962848947316268	0.958399808066213	0.977851860367092	0.896232042757756	0.91166503450131	0.971374658624232	0.959577926587451
5.2	0.9709276465208	0.975826718284038	0.907261432174235	0.906625503667289	0.976981398667464	0.962848947316268	0.958399808066213	0.978583371246146	0.897604475582585	0.91166503450131	0.972765453560378	0.959577926587451
5.25	0.9709276465208	0.975826718284038	0.909695922762145	0.907310124407184	0.977726181144479	0.964103640049306	0.959616999904609	0.979371901302345	0.897604475582585	0.91286502821066	0.972765453560378	0.959577926587451
5.3	0.972628930924276	0.977745474590724	0.909695922762145	0.908163902544485	0.977726181144479	0.96536336543646	0.960837072670434	0.980096990467142	0.899075017477274	0.914325591982611	0.973979153941322	0.959577926587451
5.35	0.972628930924276	0.977745474590724	0.912333287565714	0.909415576218054	0.97845881069547	0.96536336543646	0.960837072670434	0.980096990467142	0.90020921667968	0.914325591982611	0.973979153941322	0.962009004898074
5.4	0.972628930924276	0.977745474590724	0.912333287565714	0.910218106266316	0.979253995834105	0.96668140019544	0.962027375852834	0.980783478778104	0.901493898418234	0.915575970520999	0.975382723586512	0.962009004898074
5.45	0.974160881880115	0.977745474590724	0.912333287565714	0.911032497822525	0.980080394803793	0.96668140019544	0.963072192200113	0.981473566071783	0.901493898418234	0.91678386481005	0.975382723586512	0.962009004898074
5.5	0.974160881880115	0.979527413501922	0.914654978994579	0.911793637810426	0.980707485786673	0.967758301406349	0.963072192200113	0.981473566071783	0.902763116124959	0.91678386481005	0.976616719271339	0.964373025080625
5.55	0.974160881880115	0.979527413501922	0.914654978994579	0.912627403921842	0.980707485786673	0.967758301406349	0.964204156602093	0.982156102558587	0.904088062701105	0.918107584578873	0.976616719271339	0.964373025080625
5.6	0.975719067595448	0.979527413501922	0.914654978994579	0.913670055513906	0.981341868525169	0.96893559538988	0.964204156602093	0.982791640565221	0.904088062701105	0.919275901435647	0.977818366096169	0.964373025080625
5.65	0.975719067595448	0.981216926133845	0.917029100129651	0.914351853169376	0.982011686637442	0.969995923550166	0.965257295628609	0.983406996041331	0.905323726376503	0.919275901435647	0.977818366096169	0.964373025080625
5.7	0.977240286149677	0.981216926133845	0.917029100129651	0.915033491457176	0.982683423632772	0.969995923550166	0.966433434251154	0.983406996041331	0.906518541665937	0.920567422615499	0.978889278197002	0.966660432678859
5.75	0.977240286149677	0.981216926133845	0.919179402545018	0.915794881879985	0.982683423632772	0.970992389065118	0.966433434251154	0.984144364088334	0.906518541665937	0.921858720194038	0.978889278197002	0.966660432678859
5.8	0.977240286149677	0.982677857644978	0.919179402545018	0.916487243335238	0.983247575251398	0.970992389065118	0.967459044415578	0.984705664255419	0.90771138747962	0.921858720194038	0.980123892012912	0.966660432678859
5.85	0.978598663696751	0.982677857644978	0.919179402545018	0.917115425153441	0.983817995221342	0.972114410623273	0.968452164120674	0.984705664255419	0.908878484221435	0.923027260652124	0.980123892012912	0.968902545077128
5.9	0.978598663696751	0.982677857644978	0.921304379906473	0.918249143985024	0.984424106416137	0.973158773122226	0.968452164120674	0.985267952378543	0.908878484221435	0.924299104916494	0.981145662692668	0.968902545077128
5.95	0.978598663696751	0.982677857644978	0.921304379906473	0.918990522381948	0.985001114551242	0.973158773122226	0.969435200579771	0.985848870529843	0.910119253945079	0.924299104916494	0.981145662692668	0.968902545077128
6	0.979838852327321	0.98418053005643	0.921304379906473	0.919785334481661	0.985001114551242	0.974182571155221	0.969435200579771	0.986448700982473	0.911160012464593	0.925652638193623	0.982101705433959	0.968902545077128
6.05	0.979838852327321	0.98418053005643	0.923310124176269	0.920405434082356	0.985566289574165	0.974182571155221	0.97030548074036	0.986448700982473	0.911160012464593	0.926763489513136	0.982101705433959	0.971044158750475
6.1	0.981112695649363	0.98418053005643	0.923310124176269	0.921090851660596	0.986131400634319	0.975209059055072	0.971187364636424	0.986928141934846	0.912298223562049	0.926763489513136	0.983104623115692	0.971044158750475
6.15	0.981112695649363	0.985259167924967	0.923310124176269	0.922083211369636	0.986782285767101	0.975209059055072	0.971187364636424	0.987419297223117	0.91333985740412	0.927881943277266	0.983104623115692	0.971044158750475
6.2	0.981112695649363	0.985259167924967	0.92533681295011	0.922713647102016	0.986782285767101	0.976287175044561	0.972043880365967	0.987419297223117	0.914524095879331	0.929106831266052	0.983932918766552	0.972914355092782
6.25	0.982320819573887	0.985259167924967	0.92533681295011	0.923492021564996	0.987365498290755	0.977136825891166	0.973011391827257	0.987959568040215	0.914524095879331	0.929106831266052	0.983932918766552	0.972914355092782
6.3	0.982320819573887	0.986536903262482	0.927370757009667	0.924150574307578	0.987923381558063	0.977136825891166	0.973011391827257	0.98842433078857	0.915722266571898	0.930139869328884	0.984888137333067	0.972914355092782
6.35	0.982320819573887	0.986536903262482	0.927370757009667	0.924883506218037	0.988461628255425	0.978017280051756	0.97384590047228	0.988837155276557	0.916864562507951	0.931102845647194	0.984888137333067	0.972914355092782
6.4	0.983433809370553	0.986536903262482	0.927370757009667	0.92604370284951	0.988922160188997	0.978017280051756	0.97384590047228	0.988837155276557	0.916864562507951	0.931102845647194	0.985769592257043	0.974812507066317
6.45	0.983433809370553	0.986536903262482	0.929493954772739	0.926738204384892	0.988922160188997	0.978781375778391	0.974754993127388	0.989299518703102	0.917878769576589	0.932237398705811	0.985769592257043	0.974812507066317
6.5	0.984453122525999	0.987706145386869	0.929493954772739	0.927560769225848	0.98946482031739	0.978781375778391	0.975519879359563	0.98975397848133	0.919079785067464	0.933119282281527	0.986528966292179	0.974812507066317
6.55	0.984453122525999	0.987706145386869	0.929493954772739	0.928154254425794	0.989967183901594	0.979672936485996	0.975519879359563	0.98975397848133	0.919079785067464	0.933119282281527	0.986528966292179	0.976560441755592
6.6	0.984453122525999	0.987706145386869	0.931392923139557	0.928738883336696	0.990283415829314	0.980484061497645	0.976300770744118	0.990160875233078	0.920208951165171	0.934221189548547	0.987254240095917	0.976560441755592
