cutoff	SLX-16110-16111.i701_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i701_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i701_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i701_i508.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i508.bowtie2.sorted.uniq.bam	SLX-16110-16111.i705_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i705_i503.bowtie2.sorted.uniq.bam
3.8	0.881914531013254	0.889291708988743	0.848205964451004	0.868822552836098	0.884333177403934	0.879520006897072	0.884270977207978	0.896891841435509	0.848599628423779	0.844079193286923
3.85	0.88391705555786	0.889291708988743	0.851967661187501	0.868822552836098	0.884333177403934	0.882408547666703	0.884270977207978	0.896891841435509	0.851990418469622	0.846443016023265
3.9	0.88391705555786	0.891259539939615	0.851967661187501	0.872361707922727	0.887157704982351	0.882408547666703	0.888161405673762	0.896891841435509	0.851990418469622	0.848621151849882
3.95	0.885777566325393	0.89314262966863	0.855639571431437	0.872361707922727	0.887157704982351	0.885218320739319	0.888161405673762	0.900118515940181	0.85525764495473	0.850735615683602
4	0.887652625904949	0.89314262966863	0.855639571431437	0.872361707922727	0.889981458717595	0.885218320739319	0.888161405673762	0.900118515940181	0.85525764495473	0.850735615683602
4.05	0.887652625904949	0.895156689722491	0.859072550482715	0.875942765802654	0.889981458717595	0.887981852079359	0.891683416768901	0.903286192585565	0.858482344981018	0.852818935607752
4.1	0.889679326087446	0.897056523851014	0.859072550482715	0.875942765802654	0.892577509099429	0.887981852079359	0.891683416768901	0.903286192585565	0.858482344981018	0.85477075902483
4.15	0.891614318086685	0.898737151949456	0.862524777729446	0.879412166538763	0.892577509099429	0.890421887230914	0.891683416768901	0.906046322896348	0.861571433999399	0.85477075902483
4.2	0.89346990686806	0.898737151949456	0.862524777729446	0.879412166538763	0.89503571866622	0.890421887230914	0.89529790075809	0.906046322896348	0.861571433999399	0.856842867141535
4.25	0.89346990686806	0.900485267258088	0.862524777729446	0.879412166538763	0.89503571866622	0.89276836124982	0.89529790075809	0.906046322896348	0.864568880043568	0.858772197735035
4.3	0.895109796844298	0.902173321133703	0.865795703111223	0.882653987433428	0.897495766110544	0.89276836124982	0.898775953723884	0.909047055699418	0.864568880043568	0.860664501680491
4.35	0.896938169937508	0.902173321133703	0.865795703111223	0.882653987433428	0.897495766110544	0.895109055052154	0.898775953723884	0.909047055699418	0.867392925224173	0.860664501680491
4.4	0.896938169937508	0.903907458508834	0.868957939580952	0.88567939420103	0.899837609010321	0.895109055052154	0.898775953723884	0.911711181477652	0.867392925224173	0.862556805625946
4.45	0.89862040347113	0.905515066465074	0.868957939580952	0.88567939420103	0.902200345675745	0.897436816844531	0.902053112677819	0.911711181477652	0.870390474237976	0.864465858073882
4.5	0.900271874591267	0.905515066465074	0.87191570719599	0.88567939420103	0.902200345675745	0.897436816844531	0.902053112677819	0.914357454196261	0.870390474237976	0.866292275348426
4.55	0.900271874591267	0.907022644834687	0.87191570719599	0.888678329443525	0.904350759120806	0.899631535685979	0.902053112677819	0.914357454196261	0.873199485852024	0.866292275348426
4.6	0.901877021135805	0.908751758889966	0.87191570719599	0.888678329443525	0.904350759120806	0.899631535685979	0.905374899854536	0.914357454196261	0.873199485852024	0.868114816936445
4.65	0.903507646196923	0.908751758889966	0.874852497735744	0.891644520287664	0.906574784397619	0.901708200951678	0.905374899854536	0.916911978740908	0.876058437738536	0.86987223314912
4.7	0.903507646196923	0.910405814354406	0.874852497735744	0.891644520287664	0.906574784397619	0.901708200951678	0.908484803487059	0.916911978740908	0.876058437738536	0.86987223314912
4.75	0.905102586858399	0.912118839225809	0.877782372756174	0.891644520287664	0.90860341427346	0.903678569014316	0.908484803487059	0.919470523179774	0.878573574017302	0.871646467072963
4.8	0.906683847293643	0.912118839225809	0.877782372756174	0.894485880954164	0.90860341427346	0.90592521183514	0.908484803487059	0.919470523179774	0.878573574017302	0.873451568071624
4.85	0.908226021368224	0.913632387337856	0.880493256331331	0.894485880954164	0.91068795431849	0.90592521183514	0.911447152545162	0.921865197813083	0.881075633152556	0.875156870142285
4.9	0.908226021368224	0.915085946818622	0.880493256331331	0.897392228587516	0.91068795431849	0.907972780078435	0.911447152545162	0.921865197813083	0.881075633152556	0.875156870142285
4.95	0.909697695229315	0.916442388782242	0.880493256331331	0.897392228587516	0.912848717915979	0.907972780078435	0.911447152545162	0.921865197813083	0.883576559621838	0.87685705077004
5	0.911131078933386	0.916442388782242	0.883273640875699	0.897392228587516	0.912848717915979	0.910066296144987	0.914481871694262	0.924313313393082	0.883576559621838	0.878481517093196
5.05	0.911131078933386	0.918009664576189	0.883273640875699	0.900001743858763	0.914981429698476	0.910066296144987	0.914481871694262	0.924313313393082	0.886074088093199	0.878481517093196
5.1	0.912666304321627	0.919436578621217	0.885971615481451	0.900001743858763	0.914981429698476	0.911900290284436	0.91716063721061	0.926626526052343	0.886074088093199	0.880037605232675
5.15	0.914084704920778	0.919436578621217	0.885971615481451	0.902758797108808	0.91700135383863	0.911900290284436	0.91716063721061	0.926626526052343	0.888468132082444	0.881645738305479
5.2	0.914084704920778	0.920899383922581	0.888570121867587	0.902758797108808	0.91700135383863	0.91400321144914	0.91716063721061	0.926626526052343	0.888468132082444	0.883161408571205
5.25	0.915434487242321	0.922309407964626	0.888570121867587	0.902758797108808	0.918934027161122	0.91400321144914	0.919695600675776	0.928941512194349	0.888468132082444	0.883161408571205
5.3	0.916824152128169	0.922309407964626	0.888570121867587	0.905298558029535	0.918934027161122	0.91595535713411	0.919695600675776	0.928941512194349	0.890668490190237	0.884755146236919
5.35	0.916824152128169	0.923669926825518	0.890982485525242	0.905298558029535	0.920859929355857	0.91595535713411	0.919695600675776	0.931250586727208	0.890668490190237	0.88619399485904
5.4	0.918168578170659	0.925113730873527	0.890982485525242	0.907925762803342	0.920859929355857	0.917792780215592	0.922295563204151	0.931250586727208	0.892644271526394	0.887689317770514
5.45	0.919580030083469	0.925113730873527	0.89339853745987	0.907925762803342	0.922712509910029	0.917792780215592	0.922295563204151	0.933268337161297	0.892644271526394	0.887689317770514
5.5	0.919580030083469	0.926549745135679	0.89339853745987	0.907925762803342	0.922712509910029	0.919729446676522	0.924812166109194	0.933268337161297	0.894881801672041	0.889274888811052
5.55	0.92090578153142	0.927938511070523	0.89585492992389	0.910514703050335	0.924515467770786	0.919729446676522	0.924812166109194	0.933268337161297	0.894881801672041	0.890736576300191
5.6	0.922176522545846	0.927938511070523	0.89585492992389	0.910514703050335	0.924515467770786	0.92156667381846	0.924812166109194	0.935585569714779	0.897155989007374	0.890736576300191
5.65	0.923350850537304	0.929076475021433	0.898289077467417	0.91320200194986	0.926507146635156	0.92156667381846	0.927367634433475	0.935585569714779	0.897155989007374	0.892227746690389
5.7	0.923350850537304	0.930450680608879	0.898289077467417	0.91320200194986	0.926507146635156	0.923390675041123	0.927367634433475	0.937634296980799	0.899325044346447	0.893595448781314
5.75	0.924694625140449	0.930450680608879	0.898289077467417	0.91320200194986	0.928185032093211	0.923390675041123	0.927367634433475	0.937634296980799	0.899325044346447	0.894910898312851
5.8	0.926049618976747	0.9319000175889	0.900663405768788	0.915654695389902	0.928185032093211	0.925101619146429	0.929759197903519	0.939702532557005	0.901187559085263	0.894910898312851
5.85	0.926049618976747	0.933024076408044	0.900663405768788	0.915654695389902	0.9299203754068	0.925101619146429	0.929759197903519	0.939702532557005	0.901187559085263	0.896271264282856
5.9	0.927269113429415	0.934197567606605	0.902738407342069	0.918172501254261	0.931661038892197	0.926700485832101	0.93220637912868	0.939702532557005	0.903224195475082	0.897618411393466
5.95	0.928438374670417	0.934197567606605	0.902738407342069	0.918172501254261	0.931661038892197	0.926700485832101	0.93220637912868	0.941564689438343	0.903224195475082	0.897618411393466
6	0.928438374670417	0.93546315300246	0.90507585287371	0.918172501254261	0.933280305729961	0.928469428042672	0.93220637912868	0.941564689438343	0.905404062625719	0.899040926765235
6.05	0.929892242522761	0.936635406571492	0.90507585287371	0.920665591998022	0.933280305729961	0.928469428042672	0.93437748185856	0.943602775807898	0.905404062625719	0.900528152260221
6.1	0.931023141224595	0.936635406571492	0.90507585287371	0.920665591998022	0.934785527430226	0.929945440633747	0.93437748185856	0.943602775807898	0.907500009524691	0.901947207197593
6.15	0.931023141224595	0.937827899023408	0.907268879310126	0.922903251343116	0.934785527430226	0.929945440633747	0.93437748185856	0.945434901714769	0.907500009524691	0.901947207197593
6.2	0.932142893075424	0.938898448565864	0.907268879310126	0.922903251343116	0.936339404519941	0.931519325027456	0.936602996175375	0.945434901714769	0.909458491962345	0.903160643123117
6.25	0.933381641179826	0.938898448565864	0.90949083566905	0.922903251343116	0.936339404519941	0.931519325027456	0.936602996175375	0.945434901714769	0.909458491962345	0.90455589027184
6.3	0.934760738271866	0.940006636606344	0.90949083566905	0.92528067030418	0.938187922397459	0.933162082171167	0.938706821524366	0.947490249983034	0.911261181343838	0.90583438236402
6.35	0.934760738271866	0.941013703034143	0.911519388004202	0.92528067030418	0.938187922397459	0.933162082171167	0.938706821524366	0.947490249983034	0.911261181343838	0.90583438236402
6.4	0.935958228551125	0.941013703034143	0.911519388004202	0.927520086053784	0.939892505444954	0.934875083641693	0.938706821524366	0.949360919581543	0.912984893016095	0.907095087823403
6.45	0.937098464550227	0.942083597360966	0.911519388004202	0.927520086053784	0.939892505444954	0.934875083641693	0.940926170981577	0.949360919581543	0.912984893016095	0.908408115050862
6.5	0.937098464550227	0.943308195378895	0.913565459654976	0.927520086053784	0.941422006474746	0.936426924836611	0.940926170981577	0.949360919581543	0.914846686967473	0.908408115050862
6.55	0.938290598550432	0.943308195378895	0.913565459654976	0.929633793423495	0.941422006474746	0.936426924836611	0.940926170981577	0.951155684118604	0.914846686967473	0.909676710300668
6.6	0.939607953669055	0.944474479205494	0.915845160600258	0.929633793423495	0.942921714542409	0.938081046473921	0.943152355391826	0.951155684118604	0.91688301444839	0.910853604038964
6.65	0.939607953669055	0.945739846196138	0.915845160600258	0.931635216362062	0.942921714542409	0.938081046473921	0.943152355391826	0.952969838733667	0.91688301444839	0.912036242098357
6.7	0.940799942904961	0.946811487764649	0.9179843612446	0.931635216362062	0.944470174729919	0.939520026491027	0.945216243172083	0.952969838733667	0.918743675733795	0.912036242098357
6.75	0.941937573146686	0.946811487764649	0.9179843612446	0.931635216362062	0.944470174729919	0.939520026491027	0.945216243172083	0.954735518153724	0.918743675733795	0.913385603886981
6.8	0.941937573146686	0.947874465926457	0.920140043876665	0.933803121356637	0.946013991858396	0.941007207636156	0.945216243172083	0.954735518153724	0.920571798614873	0.91469461701054
6.85	0.943141867347986	0.948880440328202	0.920140043876665	0.933803121356637	0.946013991858396	0.941007207636156	0.947437602909599	0.954735518153724	0.920571798614873	0.91469461701054
6.9	0.944283333843628	0.948880440328202	0.920140043876665	0.93587316952854	0.947490581361291	0.942454221174599	0.947437602909599	0.95640874000672	0.922289641017995	0.916010135750765
6.95	0.945346482853646	0.949959362070412	0.922117882403438	0.93587316952854	0.947490581361291	0.942454221174599	0.947437602909599	0.95640874000672	0.922289641017995	0.917304338215106
7	0.945346482853646	0.950881905681564	0.922117882403438	0.93587316952854	0.948855640716997	0.944019288288791	0.949507387512085	0.957880612452166	0.922289641017995	0.918380810147212
7.05	0.946399643127051	0.950881905681564	0.924065407903839	0.937636599656071	0.948855640716997	0.944019288288791	0.949507387512085	0.957880612452166	0.924089138340836	0.918380810147212
7.1	0.947570062482443	0.952025912176644	0.924065407903839	0.937636599656071	0.950267904506205	0.945479429776737	0.949507387512085	0.959327774371377	0.924089138340836	0.919644422371487
7.15	0.947570062482443	0.95310323228064	0.926030567978518	0.937636599656071	0.950267904506205	0.945479429776737	0.951453606885129	0.959327774371377	0.925829840002694	0.920806367033189
7.2	0.948630605735084	0.95310323228064	0.926030567978518	0.939610296494882	0.951728146572088	0.94695985100757	0.951453606885129	0.959327774371377	0.925829840002694	0.922109151374834
7.25	0.949600526536708	0.954241997050656	0.926030567978518	0.939610296494882	0.951728146572088	0.948330056244446	0.953349703269225	0.960885601613822	0.927379532993582	0.922109151374834
7.3	0.949600526536708	0.955304902410728	0.927831369210587	0.941778703319316	0.953128319061731	0.948330056244446	0.953349703269225	0.960885601613822	0.927379532993582	0.92326459041987
7.35	0.950726358488085	0.955304902410728	0.927831369210587	0.941778703319316	0.953128319061731	0.94960121404142	0.953349703269225	0.962300367914907	0.929090270491961	0.924409025283525
7.4	0.95167876280956	0.956371083848964	0.929727143574711	0.941778703319316	0.954591269578716	0.94960121404142	0.955015555549003	0.962300367914907	0.929090270491961	0.924409025283525
7.45	0.95167876280956	0.957329009104294	0.929727143574711	0.943584788984935	0.955820229266517	0.951030788960374	0.955015555549003	0.963894374205332	0.930802861443752	0.925571662032107
7.5	0.952662870512461	0.958221339994595	0.931607588537665	0.943584788984935	0.955820229266517	0.951030788960374	0.955015555549003	0.963894374205332	0.930802861443752	0.926946977078705
7.55	0.953754393325034	0.958221339994595	0.931607588537665	0.94571505674002	0.957117964266244	0.952313213281174	0.956749221284419	0.963894374205332	0.932651990130155	0.928191695331175
7.6	0.954765210041055	0.959107191530304	0.931607588537665	0.94571505674002	0.957117964266244	0.952313213281174	0.956749221284419	0.965263975812533	0.932651990130155	0.928191695331175
7.65	0.954765210041055	0.960032137598777	0.933395250283018	0.94571505674002	0.958279502867669	0.953451817976082	0.958597875053306	0.965263975812533	0.934206419724204	0.929128088878904
7.7	0.955632203426267	0.960032137598777	0.933395250283018	0.947421654635923	0.958279502867669	0.953451817976082	0.958597875053306	0.966716458179976	0.934206419724204	0.9302189562181
7.75	0.956546100444274	0.960904156804458	0.935418500720021	0.947421654635923	0.959548605670026	0.954906865035862	0.958597875053306	0.966716458179976	0.93587452779413	0.9302189562181
