cutoff	SLX-16110-16111.i701_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i701_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i701_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i701_i508.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i503.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i507.bowtie2.sorted.uniq.bam	SLX-16110-16111.i704_i508.bowtie2.sorted.uniq.bam	SLX-16110-16111.i705_i502.bowtie2.sorted.uniq.bam	SLX-16110-16111.i705_i503.bowtie2.sorted.uniq.bam
7.8	0.956546100444274	0.961862300464999	0.935418500720021	0.949288461714585	0.959548605670026	0.954906865035862	0.960409003589824	0.966716458179976	0.93587452779413	0.9312266347144
7.85	0.957515442188703	0.961862300464999	0.937221146090576	0.949288461714585	0.960974605175541	0.956004126486814	0.960409003589824	0.968035219948512	0.93741618915357	0.932524851282641
7.9	0.958312297271171	0.962963062728306	0.937221146090576	0.949288461714585	0.960974605175541	0.956004126486814	0.960409003589824	0.968035219948512	0.93741618915357	0.933645201522896
7.95	0.958312297271171	0.963867697112159	0.937221146090576	0.950853418132543	0.962156457160236	0.957345234701285	0.962061588019587	0.969326433618423	0.93902570750178	0.933645201522896
8	0.959379210152957	0.963867697112159	0.93893100824353	0.950853418132543	0.962156457160236	0.957345234701285	0.962061588019587	0.969326433618423	0.93902570750178	0.934799256394173
8.05	0.960246927359664	0.964644491645855	0.93893100824353	0.95270015201681	0.963224264007432	0.958397625996475	0.963854758052044	0.970652998711033	0.940832824577534	0.935826866992598
8.1	0.960246927359664	0.9655091578761	0.940617242372125	0.95270015201681	0.963224264007432	0.958397625996475	0.963854758052044	0.970652998711033	0.940832824577534	0.936928115634983
8.15	0.961049500631933	0.9655091578761	0.940617242372125	0.95270015201681	0.964345562763905	0.959503508787399	0.963854758052044	0.970652998711033	0.942305187373328	0.936928115634983
8.2	0.961957389931542	0.966332691124944	0.942294832101564	0.954355563267008	0.964345562763905	0.959503508787399	0.965416209774626	0.972186706588157	0.942305187373328	0.93794894378199
8.25	0.961957389931542	0.967171803945505	0.942294832101564	0.954355563267008	0.965356879059533	0.960416978945316	0.965416209774626	0.972186706588157	0.943680861682847	0.939159611359997
8.3	0.96281555269453	0.967902150971001	0.944120529203201	0.955821157372715	0.965356879059533	0.960416978945316	0.965416209774626	0.973361934486602	0.943680861682847	0.939159611359997
8.35	0.963672919253876	0.967902150971001	0.944120529203201	0.955821157372715	0.966529831847748	0.961716058127426	0.966911858321877	0.973361934486602	0.945457396777318	0.940131301338572
8.4	0.964520948515952	0.968638904549352	0.944120529203201	0.955821157372715	0.966529831847748	0.961716058127426	0.966911858321877	0.974436428565179	0.945457396777318	0.940943603708838
8.45	0.964520948515952	0.969390509682049	0.945946341563493	0.957409825251552	0.967674345899386	0.962861912585491	0.968566721069319	0.974436428565179	0.946859019434592	0.941939931980317
8.5	0.965342413529208	0.969390509682049	0.945946341563493	0.957409825251552	0.967674345899386	0.962861912585491	0.968566721069319	0.974436428565179	0.946859019434592	0.941939931980317
8.55	0.966102570861943	0.970114522956426	0.947763048490008	0.959056329021737	0.9687639170858	0.963825053418019	0.968566721069319	0.975577132666204	0.948329013928805	0.942901863533894
8.6	0.966102570861943	0.970913449218168	0.947763048490008	0.959056329021737	0.9687639170858	0.963825053418019	0.970059153168081	0.975577132666204	0.948329013928805	0.943854451914599
8.65	0.966912237584851	0.970913449218168	0.949301751539683	0.959056329021737	0.969779779710064	0.964945827614348	0.970059153168081	0.976716417981034	0.949764822504549	0.943854451914599
8.7	0.96774607994565	0.971693155821343	0.949301751539683	0.960908833949392	0.969779779710064	0.964945827614348	0.970059153168081	0.976716417981034	0.949764822504549	0.944702258341775
8.75	0.96774607994565	0.972488150789287	0.949301751539683	0.960908833949392	0.970946348292109	0.966035741332369	0.971574904518386	0.977635082042494	0.949764822504549	0.945801015471395
8.8	0.968578112752714	0.972488150789287	0.950887249603453	0.962507162053031	0.970946348292109	0.966035741332369	0.971574904518386	0.977635082042494	0.951121447431788	0.946890913888959
8.85	0.969355207508403	0.97321929863389	0.950887249603453	0.962507162053031	0.972020249154286	0.967023276638226	0.972839772886572	0.977635082042494	0.951121447431788	0.946890913888959
8.9	0.969355207508403	0.973681152853362	0.952236236906329	0.962507162053031	0.97291906799876	0.967023276638226	0.972839772886572	0.978778978412459	0.952414334155614	0.947776785094497
8.95	0.970129768888864	0.973681152853362	0.952236236906329	0.96389672893497	0.97291906799876	0.968244665790817	0.972839772886572	0.978778978412459	0.952414334155614	0.948732072614032
9	0.97094652906241	0.974522886536455	0.953737596151652	0.96389672893497	0.973863640320789	0.968244665790817	0.974034013406693	0.979884212858601	0.953740171162304	0.949541814262845
9.05	0.971715589399519	0.975227024936633	0.953737596151652	0.965242636619102	0.973863640320789	0.969227106668509	0.974034013406693	0.979884212858601	0.953740171162304	0.949541814262845
9.1	0.971715589399519	0.975836739483935	0.953737596151652	0.965242636619102	0.974745628076268	0.969227106668509	0.974034013406693	0.979884212858601	0.955199044936051	0.950511912441597
9.15	0.972372240258648	0.975836739483935	0.955331047062645	0.965242636619102	0.974745628076268	0.970229337440226	0.975355437660806	0.980776392911082	0.955199044936051	0.951297569467009
9.2	0.973052487698473	0.976662311181415	0.955331047062645	0.966524811911032	0.975719703169236	0.970229337440226	0.975355437660806	0.980776392911082	0.956362910708543	0.951297569467009
9.25	0.973052487698473	0.977318764443865	0.956751033697251	0.966524811911032	0.975719703169236	0.971316018155758	0.976548337994056	0.981753936599647	0.956362910708543	0.952245659282999
9.3	0.973645442266152	0.977318764443865	0.956751033697251	0.967963809034167	0.976592598267443	0.971316018155758	0.976548337994056	0.981753936599647	0.957335973749333	0.953200877593846
9.35	0.974299053075007	0.978008342496645	0.958104746604999	0.967963809034167	0.976592598267443	0.972274652378755	0.976548337994056	0.982669290159985	0.957335973749333	0.954107165362325
9.4	0.974299053075007	0.978665742181676	0.958104746604999	0.967963809034167	0.97754026596216	0.972274652378755	0.97769285758129	0.982669290159985	0.95870402830594	0.954107165362325
9.45	0.9749483209549	0.978665742181676	0.958104746604999	0.96925288448667	0.97754026596216	0.97305527552529	0.97769285758129	0.982669290159985	0.95870402830594	0.955067228281328
9.5	0.975593101141532	0.979290381085061	0.959456269598294	0.96925288448667	0.978232275218872	0.97305527552529	0.97769285758129	0.983624606198157	0.959945018334258	0.955967979354772
9.55	0.975593101141532	0.979700473269532	0.959456269598294	0.970444730403826	0.978232275218872	0.973891545502551	0.978730028200212	0.983624606198157	0.959945018334258	0.955967979354772
9.6	0.976204585539451	0.979700473269532	0.96098690454209	0.970444730403826	0.979074990433364	0.974755638895175	0.978730028200212	0.984543979652714	0.961151616504838	0.956875305253569
9.65	0.976705180484528	0.980296282685068	0.96098690454209	0.970444730403826	0.979074990433364	0.974755638895175	0.979849352274284	0.984543979652714	0.961151616504838	0.957683385893871
9.7	0.977413222669713	0.980819144760139	0.962216483877965	0.971864783449752	0.979829487526228	0.975919519791364	0.979849352274284	0.985300192694812	0.96242926372284	0.958477901631339
9.75	0.977413222669713	0.980819144760139	0.962216483877965	0.971864783449752	0.979829487526228	0.975919519791364	0.979849352274284	0.985300192694812	0.96242926372284	0.958477901631339
9.8	0.977989746489484	0.981482514187603	0.963548873934463	0.973224993284889	0.980845543611286	0.976830638674743	0.980915738966979	0.985300192694812	0.963573771204151	0.959356159881205
9.85	0.978541008939123	0.981983754146787	0.963548873934463	0.973224993284889	0.980845543611286	0.976830638674743	0.980915738966979	0.986124507474284	0.963573771204151	0.960181681110866
9.9	0.978541008939123	0.982399597668481	0.963548873934463	0.973224993284889	0.981506599141111	0.977562864753709	0.980915738966979	0.986124507474284	0.964819291896362	0.96098332534319
9.95	0.97912607385252	0.982399597668481	0.964777992235716	0.974374685493818	0.981506599141111	0.977562864753709	0.981927312016678	0.986849507220085	0.964819291896362	0.96098332534319
10	0.979615521946594	0.982848420377031	0.964777992235716	0.974374685493818	0.982204025300029	0.978282354762262	0.981927312016678	0.986849507220085	0.965818097345638	0.96176067732605
10.05	0.979615521946594	0.983400985560795	0.965891045070975	0.97564933333785	0.982204025300029	0.978282354762262	0.982852040957183	0.98754293897304	0.965818097345638	0.96259360388532
10.1	0.980138700122275	0.983400985560795	0.965891045070975	0.97564933333785	0.982878042702988	0.979170352779354	0.982852040957183	0.98754293897304	0.96679692668593	0.96259360388532
10.15	0.980655508668812	0.983967674281534	0.967037177140336	0.97564933333785	0.982878042702988	0.979170352779354	0.982852040957183	0.98754293897304	0.96679692668593	0.963189767523173
10.2	0.980655508668812	0.984518055413188	0.967037177140336	0.976645214694733	0.983385877284724	0.979842817297151	0.983809470457323	0.988356376391682	0.967999817949687	0.963973140661883
10.25	0.981237244003338	0.984518055413188	0.967037177140336	0.976645214694733	0.983385877284724	0.979842817297151	0.983809470457323	0.988356376391682	0.967999817949687	0.964669656897237
10.3	0.981740878998689	0.985062102793723	0.968175817397095	0.977890003662103	0.984072856560817	0.980604042428749	0.983809470457323	0.989117555185463	0.968947138581991	0.964669656897237
10.35	0.982361917840325	0.985475616659833	0.968175817397095	0.977890003662103	0.984890518602609	0.980604042428749	0.984665983886129	0.989117555185463	0.968947138581991	0.965339943039866
10.4	0.982361917840325	0.985475616659833	0.969389491038524	0.977890003662103	0.984890518602609	0.98138290211938	0.984665983886129	0.989117555185463	0.969997531817874	0.966097778172729
10.45	0.982830954168275	0.985839989353474	0.969389491038524	0.978983365469263	0.985412862743823	0.98138290211938	0.984665983886129	0.989668990086704	0.969997531817874	0.966808412980422
10.5	0.98339770639788	0.98633271150943	0.970543230179142	0.978983365469263	0.985412862743823	0.982127178480352	0.985512713950782	0.989668990086704	0.969997531817874	0.966808412980422
10.55	0.98339770639788	0.98633271150943	0.970543230179142	0.980142592445529	0.986003305084188	0.982127178480352	0.985512713950782	0.990205645965079	0.970974301765486	0.967344918729276
10.6	0.983852121531656	0.986839411598889	0.970543230179142	0.980142592445529	0.986003305084188	0.982762022605545	0.986253837290056	0.990205645965079	0.970974301765486	0.968022610201513
10.65	0.984352209801687	0.987434638600529	0.971571798419988	0.980142592445529	0.98663108535761	0.982762022605545	0.986253837290056	0.990907945131754	0.971875800910684	0.968022610201513
10.7	0.984352209801687	0.987434638600529	0.971571798419988	0.980899728246585	0.98663108535761	0.983445459737853	0.986253837290056	0.990907945131754	0.971875800910684	0.968619465926244
10.75	0.984919975381383	0.987873414669375	0.97265442297022	0.980899728246585	0.987253835650413	0.983445459737853	0.987004341937422	0.990907945131754	0.972700381739324	0.969252379377389
10.8	0.985329803111144	0.98822897835284	0.97265442297022	0.981838400999444	0.987253835650413	0.984113613585664	0.987004341937422	0.991435142435493	0.972700381739324	0.969813800253899
10.85	0.985329803111144	0.988586944493626	0.973640345508566	0.981838400999444	0.987795525870931	0.984113613585664	0.987004341937422	0.991435142435493	0.973705880214807	0.969813800253899
10.9	0.985872669231456	0.988586944493626	0.973640345508566	0.981838400999444	0.987795525870931	0.984635596533046	0.987709950324633	0.991772340621244	0.973705880214807	0.970541806442263
10.95	0.986364505936458	0.988958233352281	0.974647706156818	0.98258060736217	0.98836391368089	0.984635596533046	0.987709950324633	0.991772340621244	0.974437170555092	0.971274449612718
11	0.986364505936458	0.989310011345423	0.974647706156818	0.98258060736217	0.98836391368089	0.985063528498917	0.988424269926501	0.99215718637672	0.974437170555092	0.971274449612718
11.05	0.986760581057838	0.989310011345423	0.974647706156818	0.983287183804846	0.988716786167399	0.985063528498917	0.988424269926501	0.99215718637672	0.975439785880824	0.971923696314215
11.1	0.987170336405449	0.989819041090465	0.975588216784934	0.983287183804846	0.988716786167399	0.985617057713013	0.988424269926501	0.99215718637672	0.975439785880824	0.972632393278646
11.15	0.987549329339576	0.990175478394774	0.975588216784934	0.983287183804846	0.989183993982595	0.985617057713013	0.989113930089956	0.992535056433403	0.976162632711126	0.973378947395376
11.2	0.987549329339576	0.990175478394774	0.976393183234292	0.984091115240335	0.989183993982595	0.986153148307621	0.989113930089956	0.992535056433403	0.976162632711126	0.973378947395376
11.25	0.987897125567322	0.990511822419673	0.976393183234292	0.984091115240335	0.989655264474446	0.986153148307621	0.989113930089956	0.992984338728583	0.977127870059736	0.973939537767631
11.3	0.988303623718212	0.990827781958215	0.977195152958609	0.984915370785147	0.989655264474446	0.986784073641919	0.989744353993743	0.992984338728583	0.977127870059736	0.974503588574282
11.35	0.988303623718212	0.990827781958215	0.977195152958609	0.984915370785147	0.990232454750488	0.986784073641919	0.989744353993743	0.993449700600643	0.97786410294245	0.975082450040151
11.4	0.988678635634123	0.991157137016363	0.977195152958609	0.984915370785147	0.990232454750488	0.987193195411488	0.990279758648427	0.993449700600643	0.97786410294245	0.975082450040151
11.45	0.989067472540565	0.991477173452177	0.978050948475001	0.985577535285226	0.990574880354173	0.987193195411488	0.990279758648427	0.993449700600643	0.978618458480739	0.975710518883141
11.5	0.989067472540565	0.991477173452177	0.978050948475001	0.985577535285226	0.990574880354173	0.987628769019607	0.990279758648427	0.993851098861732	0.978618458480739	0.976468769268131
11.55	0.989458770440086	0.991718729615514	0.97893844012163	0.986212350057943	0.990862653283823	0.987628769019607	0.990867564609739	0.993851098861732	0.979529533801893	0.976468769268131
11.6	0.989852529332685	0.991938663662964	0.97893844012163	0.986212350057943	0.990862653283823	0.988137428077941	0.990867564609739	0.994256635249223	0.979529533801893	0.977081335365024
11.65	0.989852529332685	0.992194925777173	0.979904653429902	0.986212350057943	0.991303743891959	0.988137428077941	0.990867564609739	0.994256635249223	0.980425472586858	0.977616180105367
11.7	0.990248749218363	0.992194925777173	0.979904653429902	0.987215758862723	0.991303743891959	0.988592105791679	0.991357268892145	0.994256635249223	0.980425472586858	0.978142512177096
11.75	0.990600526464325	0.992570000326152	0.979904653429902	0.987215758862723	0.991760214633142	0.988592105791679	0.991357268892145	0.994584374860338	0.981200216112668	0.978142512177096
11.8	0.99088368543268	0.992900229005144	0.980751112995206	0.987958717970239	0.992090645667658	0.989015335208475	0.991876189248324	0.994584374860338	0.981200216112668	0.978695489593678
11.85	0.99088368543268	0.992900229005144	0.980751112995206	0.987958717970239	0.992090645667658	0.989015335208475	0.991876189248324	0.994891778535988	0.981887023571088	0.979121538276591
11.9	0.991168581572619	0.993090095935217	0.981570256259179	0.987958717970239	0.9923286024431	0.989430237194616	0.991876189248324	0.994891778535988	0.981887023571088	0.979121538276591
11.95	0.991562702375966	0.993209490783883	0.981570256259179	0.988626151683846	0.9923286024431	0.989430237194616	0.992293657458421	0.995178373347439	0.982627581178428	0.979788156358759
12	0.991562702375966	0.993209490783883	0.98237337857005	0.988626151683846	0.992628466672316	0.989752949624923	0.992293657458421	0.995178373347439	0.982627581178428	0.980410757715402
12.05	0.991887119169464	0.993425711942746	0.98237337857005	0.989288567098855	0.992628466672316	0.990247011187168	0.992293657458421	0.995178373347439	0.983338380561557	0.980772027066411
12.1	0.992080524272594	0.993619073356195	0.98237337857005	0.989288567098855	0.993003296958835	0.990247011187168	0.992595199504238	0.995491925096602	0.983338380561557	0.980772027066411
12.15	0.992080524272594	0.993619073356195	0.983014792987387	0.989288567098855	0.993003296958835	0.990696496502969	0.992595199504238	0.995491925096602	0.984006653485867	0.981159595718834
12.2	0.992360208897778	0.993837915377591	0.983014792987387	0.989872697055727	0.993381125887646	0.990696496502969	0.993083027525026	0.995759839223148	0.984006653485867	0.981585921236499
12.25	0.99261709314591	0.993996914371179	0.983540141938729	0.989872697055727	0.993381125887646	0.991125114257247	0.993083027525026	0.995759839223148	0.984006653485867	0.981990169182714
12.3	0.99261709314591	0.993996914371179	0.983540141938729	0.990413669644651	0.993675960136243	0.991125114257247	0.993083027525026	0.996067242898798	0.984594816034967	0.981990169182714
12.35	0.992949327211541	0.994218377255107	0.98418144109741	0.990413669644651	0.993675960136243	0.991606537718852	0.993662524327742	0.996067242898798	0.984594816034967	0.982630764798219
12.4	0.993172119467317	0.9944411505703	0.98418144109741	0.990413669644651	0.994022641877375	0.991606537718852	0.993662524327742	0.996067242898798	0.985113782990055	0.982977638742138
12.45	0.993371315142396	0.99469013251081	0.984940765119227	0.991084365252347	0.994022641877375	0.991930033907338	0.993662524327742	0.996228629828514	0.985113782990055	0.982977638742138
12.5	0.993371315142396	0.99469013251081	0.984940765119227	0.991084365252347	0.994272206300399	0.991930033907338	0.99418600131928	0.996228629828514	0.985848883206796	0.983538229114392
12.55	0.993559146820024	0.994928048587297	0.984940765119227	0.991485829140231	0.994272206300399	0.992406558880323	0.99418600131928	0.99654194511331	0.985848883206796	0.984026773242509
12.6	0.993685091759936	0.995079184993291	0.985619177564949	0.991485829140231	0.994624304943736	0.992406558880323	0.994652118312769	0.99654194511331	0.986389061906477	0.984543208471863
12.65	0.993685091759936	0.995079184993291	0.985619177564949	0.991485829140231	0.994624304943736	0.992659320893132	0.994652118312769	0.996757009454082	0.986389061906477	0.984543208471863
12.7	0.99396376303503	0.995281865029074	0.986329170882252	0.992030690910569	0.994941096992342	0.992659320893132	0.994652118312769	0.996757009454082	0.986971664095343	0.98482184264948
12.75	0.994244026717409	0.995549411412517	0.986329170882252	0.992030690910569	0.994941096992342	0.992939514442214	0.994894022042858	0.996757009454082	0.986971664095343	0.985203874606869
12.8	0.994244026717409	0.995549411412517	0.987071206105758	0.992606540674753	0.995234770476181	0.992939514442214	0.994894022042858	0.997012390969237	0.987482393479716	0.985203874606869
12.85	0.994487447885757	0.995741607998174	0.987071206105758	0.992606540674753	0.995234770476181	0.99327319948703	0.994894022042858	0.997012390969237	0.987482393479716	0.98556237561036
12.9	0.994732244314943	0.996025097962017	0.987071206105758	0.992606540674753	0.995492073330927	0.99327319948703	0.995241398479638	0.997205700588347	0.9878942720155	0.985884196009247
12.95	0.994732244314943	0.996025097962017	0.987742472514845	0.993136347549295	0.995492073330927	0.993674091795717	0.995241398479638	0.997205700588347	0.9878942720155	0.986285398773193
13	0.994939546790753	0.996219478599784	0.987742472514845	0.993136347549295	0.995621692062265	0.993674091795717	0.995488394919834	0.997205700588347	0.988504058187728	0.986285398773193
13.05	0.995134978594065	0.996310699176234	0.988354611233708	0.993553869992695	0.995621692062265	0.993960751349779	0.995488394919834	0.997426794770449	0.988504058187728	0.986714769473127
13.1	0.995265990284434	0.996310699176234	0.988354611233708	0.993553869992695	0.995961215754054	0.993960751349779	0.995488394919834	0.997426794770449	0.98909252964573	0.987133343617744
13.15	0.995265990284434	0.996441742302818	0.988945888135943	0.993553869992695	0.995961215754054	0.99423643828933	0.995790473040399	0.997584280038127	0.98909252964573	0.98743578558401
13.2	0.995358205142737	0.996586690561167	0.988945888135943	0.993883195838225	0.996198011764738	0.99423643828933	0.995790473040399	0.997584280038127	0.989553833605808	0.98743578558401
13.25	0.995503910409429	0.996732439638624	0.988945888135943	0.993883195838225	0.996423296858235	0.994448052997728	0.995790473040399	0.99778291010547	0.989553833605808	0.987766257068889
13.3	0.995503910409429	0.996732439638624	0.989555606423042	0.994308747559382	0.996423296858235	0.994448052997728	0.99601602649067	0.99778291010547	0.990071873834191	0.988151611043298
13.35	0.995690366826219	0.996839021381579	0.989555606423042	0.994308747559382	0.996610179984314	0.994661235222485	0.99601602649067	0.99778291010547	0.990071873834191	0.988151611043298
13.4	0.995797492407294	0.996932790018824	0.990050296572046	0.994308747559382	0.996610179984314	0.994661235222485	0.996310867602135	0.99794323294554	0.990580543825884	0.98844547113226
13.45	0.995797492407294	0.996932790018824	0.990050296572046	0.99464434627816	0.996865644961527	0.994875984963599	0.996310867602135	0.99794323294554	0.990580543825884	0.988807986239652
13.5	0.996012901683833	0.997040536589571	0.990562736553983	0.99464434627816	0.996865644961527	0.994875984963599	0.996310867602135	0.99811845304066	0.991025681553433	0.989091395816736
13.55	0.996188862688964	0.997175947820374	0.990562736553983	0.994928883808698	0.997041694283195	0.995132861706849	0.996554513575155	0.99811845304066	0.991025681553433	0.989091395816736
13.6	0.996188862688964	0.997175947820374	0.990943551151446	0.994928883808698	0.997041694283195	0.995132861706849	0.996554513575155	0.998268016752081	0.991365481345455	0.989566167415954
13.65	0.996324941129788	0.997380156692635	0.990943551151446	0.994928883808698	0.997191723128199	0.995405217674139	0.996554513575155	0.998268016752081	0.991365481345455	0.989866117869455
13.7	0.996448063165875	0.997517023958178	0.990943551151446	0.995270755400724	0.997191723128199	0.995405217674139	0.996841581602772	0.998268016752081	0.991831110030159	0.989866117869455
13.75	0.996448063165875	0.997517023958178	0.99140988767122	0.995270755400724	0.997411494589095	0.995652101500603	0.996841581602772	0.998377736217852	0.991831110030159	0.990085370992826
13.8	0.996668104899975	0.997599581127926	0.99140988767122	0.995629563750521	0.997411494589095	0.995652101500603	0.996841581602772	0.998377736217852	0.992245047958622	0.990457229273088
13.85	0.996806354805281	0.997654910448039	0.991672677405546	0.995629563750521	0.997577483949525	0.99591456252088	0.997159071872346	0.998474568375681	0.992245047958622	0.990720222287232
13.9	0.9970009180228	0.997654910448039	0.991672677405546	0.995629563750521	0.997577483949525	0.99591456252088	0.997159071872346	0.998474568375681	0.992523065970276	0.990720222287232
13.95	0.9970009180228	0.997752246370397	0.992132905216584	0.995894153544129	0.997730704897615	0.996039767890015	0.997451768684818	0.998600130953966	0.992523065970276	0.991067995944094
14	0.997098706306606	0.997933959505927	0.992132905216584	0.995894153544129	0.997730704897615	0.996039767890015	0.997451768684818	0.998600130953966	0.992523065970276	0.99133361888838
14.05	0.9971689169915	0.997976111711645	0.992132905216584	0.996147075793497	0.997913041695057	0.996249913051827	0.997451768684818	0.998600130953966	0.992915174336343	0.991600556797736
14.1	0.9971689169915	0.997976111711645	0.992526628783452	0.996147075793497	0.997913041695057	0.996249913051827	0.997676920079028	0.998768966511207	0.992915174336343	0.991600556797736
14.15	0.997338291221037	0.998131470618384	0.992526628783452	0.996147075793497	0.997983654884517	0.996475635407451	0.997676920079028	0.998768966511207	0.99332427269201	0.99189704681684
14.2	0.997423412628702	0.99820245231195	0.992852695519596	0.996388079583692	0.997983654884517	0.996475635407451	0.997676920079028	0.99878315437316	0.99332427269201	0.992010549065049
14.25	0.997423412628702	0.99820245231195	0.992852695519596	0.996388079583692	0.998111629199115	0.996603485960442	0.997861597829755	0.99878315437316	0.993537419834279	0.992010549065049
14.3	0.99756600546297	0.998288067154652	0.993181413204815	0.996388079583692	0.998111629199115	0.996603485960442	0.997861597829755	0.99878315437316	0.993537419834279	0.992238660900476
14.35	0.997709322118733	0.998374118807775	0.993181413204815	0.996559705395763	0.998197525791226	0.996803736175241	0.998048017823413	0.998826072655568	0.993966803207834	0.992381922884496
14.4	0.997709322118733	0.998374118807775	0.993181413204815	0.996559705395763	0.998197525791226	0.996990956410309	0.998048017823413	0.998826072655568	0.993966803207834	0.992597853990846
14.45	0.997838958548263	0.998431777783473	0.99354159650296	0.996819402348238	0.99832724125296	0.996990956410309	0.998048017823413	0.998869345634525	0.994384859921654	0.992597853990846
14.5	0.997867911408013	0.998475240420456	0.99354159650296	0.996819402348238	0.99832724125296	0.997164950726103	0.998207232023604	0.998869345634525	0.994384859921654	0.992829287843293
14.55	0.997984301904208	0.998475240420456	0.993919183858071	0.996819402348238	0.998443317728786	0.997164950726103	0.998207232023604	0.998971143544038	0.994631678134223	0.993134498157076
14.6	0.997984301904208	0.998533481810049	0.993919183858071	0.99705225140321	0.998443317728786	0.997310925686989	0.998207232023604	0.998971143544038	0.994631678134223	0.993134498157076
14.65	0.998028165486729	0.998621280704861	0.99427049223975	0.99705225140321	0.998589380627533	0.997310925686989	0.998324096318694	0.998971143544038	0.994880246830569	0.993353543654383
14.7	0.998086939792021	0.998621280704861	0.99427049223975	0.997287107777623	0.998589380627533	0.997428489413876	0.998324096318694	0.999000465125408	0.994880246830569	0.993646988491218
14.75	0.998086939792021	0.998650692606605	0.99427049223975	0.997287107777623	0.998604083647804	0.997428489413876	0.998471516874427	1	0.995160015326	0.993823885897574
14.8	0.998146003625911	0.998695028864433	0.994683579260726	0.997287107777623	0.998678082401142	0.997517250027677	0.998471516874427	1	0.995160015326	0.993823885897574
14.85	0.998235033669643	0.998724731973125	0.994683579260726	0.99753877545234	0.998678082401142	0.997517250027677	0.998471516874427	1	0.995382429735324	0.993942371171315
14.9	0.998235033669643	0.998724731973125	0.995025551691317	0.99753877545234	0.998812150730721	0.997621489865517	0.99863515369129	1	0.995382429735324	0.994269728265237
14.95	0.99832449800627	0.998769505041375	0.995025551691317	0.997717928712308	0.998812150730721	0.997621489865517	0.99863515369129	1	0.995621319286079	0.994643455180073
15	0.998384430425952	0.998844490830476	0.995295256944968	0.997717928712308	0.998887116788025	0.997741404866942	0.99863515369129	1	0.995621319286079	0.994643455180073
15.05	0.998384430425952	0.998844490830476	0.995295256944968	0.997717928712308	0.998887116788025	0.997741404866942	0.998740224341921	1	0.995921990617201	0.99482367460345
15.1	0.998444652374232	0.99887463074959	0.9955368390867	0.997883532566061	0.998947476555454	0.997847016281596	0.998740224341921	1	0.995921990617201	0.995110336988867
15.15	0.99849003598189	0.998935201794767	0.9955368390867	0.997883532566061	0.998947476555454	0.997847016281596	0.998785656676824	1	0.996118765587672	0.995110336988867
15.2	0.998535636735996	0.998935201794767	0.9955368390867	0.998050516451927	0.998993036572215	0.997998869428826	0.998785656676824	1	0.996118765587672	0.995307374123411
15.25	0.998535636735996	0.998996064046891	0.995749837081891	0.998050516451927	0.998993036572215	0.997998869428826	0.998785656676824	1	0.996316879163384	0.995581440527625
15.3	0.998566182003033	0.999026640776428	0.995749837081891	0.998050516451927	0.999038886780166	0.998166985558276	0.998877325458753	1	0.996316879163384	0.995734391727956
15.35	0.998596872034368	1	0.996010436901764	0.998295409423537	1	0.998166985558276	0.998877325458753	1	0.996454961442506	0.995734391727956
15.4	0.998596872034368	1	0.996010436901764	0.998295409423537	1	0.998259273083883	0.998877325458753	1	0.996454961442506	0.995857306357725
15.45	0.998658541625635	1	0.996180328159833	0.998418859569061	1	0.998259273083883	0.998954386203795	1	0.996624861338517	0.995949907582179
15.5	0.998705010965534	1	0.996180328159833	0.998418859569061	1	0.998352148428124	0.998954386203795	1	0.996624861338517	0.995949907582179
15.55	0.998705010965534	1	0.996180328159833	0.998418859569061	1	0.998352148428124	0.999032117042272	1	0.996826990729953	0.996120437789245
15.6	0.998782821776112	1	0.996460406692471	0.998543313374305	1	0.998398880009562	1	1	0.996826990729953	0.996307301246663
15.65	0.998876629041702	1	0.996460406692471	0.998543313374305	1	0.998398880009562	1	1	0.99707741287971	0.996448071717918
15.7	0.998876629041702	1	0.996601483286688	0.99870013520551	1	0.998492930991072	1	1	0.99707741287971	0.996448071717918
15.75	0.998923749820945	1	0.996601483286688	0.99870013520551	1	0.998492930991072	1	1	0.99707741287971	0.996620885811686
15.8	0.998939529129508	1	0.996901501566711	0.99870013520551	1	0.998556023524502	1	1	0.997171939003672	0.996684004135081
15.85	0.999002935892361	1	0.996901501566711	0.998763365767852	1	0.998556023524502	1	1	0.997171939003672	0.9967790968723
15.9	1	1	0.996901501566711	0.998763365767852	1	0.998619507937021	1	1	0.997409798858087	0.9967790968723
15.95	1	1	0.99710827559451	0.998811165062003	1	0.998619507937021	1	1	0.997409798858087	0.99695419485277
16	1	1	0.99710827559451	0.998811165062003	1	0.998667415155728	1	1	0.997505560617657	0.997066105301157
16.05	1	1	0.997396652750337	0.998811165062003	1	0.998667415155728	1	1	0.997505560617657	0.997066105301157
16.1	1	1	0.997396652750337	0.998907516395095	1	0.9988120185398	1	1	0.997618003457926	0.997226669457161
16.15	1	1	0.997493470020878	0.998907516395095	1	0.9988120185398	1	1	0.997618003457926	0.997291171954314
16.2	1	1	0.997493470020878	0.998972252447017	1	0.998876678589588	1	1	0.997747333318162	0.997404535785148
